"msa","name_msa","fipstate","fipscty","name_county"
"26420","Houston-The Woodlands-Sugar Land, TX Metro Area","48","201","Harris County, Texas"
"26420","Houston-The Woodlands-Sugar Land, TX Metro Area","48","291","Liberty County, Texas"
"26420","Houston-The Woodlands-Sugar Land, TX Metro Area","48","339","Montgomery County, Texas"
"26420","Houston-The Woodlands-Sugar Land, TX Metro Area","48","473","Waller County, Texas"
"26460","Hudson, NY Micro Area","36","021","Columbia County, New York"
"26500","Huntingdon, PA Micro Area","42","061","Huntingdon County, Pennsylvania"
"26540","Huntington, IN Micro Area","18","069","Huntington County, Indiana"
"26580","Huntington-Ashland, WV-KY-OH Metro Area","21","019","Boyd County, Kentucky"
"26580","Huntington-Ashland, WV-KY-OH Metro Area","21","089","Greenup County, Kentucky"
"26580","Huntington-Ashland, WV-KY-OH Metro Area","39","087","Lawrence County, Ohio"
"26580","Huntington-Ashland, WV-KY-OH Metro Area","54","011","Cabell County, West Virginia"
"26580","Huntington-Ashland, WV-KY-OH Metro Area","54","043","Lincoln County, West Virginia"
"26580","Huntington-Ashland, WV-KY-OH Metro Area","54","079","Putnam County, West Virginia"
"26580","Huntington-Ashland, WV-KY-OH Metro Area","54","099","Wayne County, West Virginia"
"26620","Huntsville, AL Metro Area","01","083","Limestone County, Alabama"
"26620","Huntsville, AL Metro Area","01","089","Madison County, Alabama"
"26660","Huntsville, TX Micro Area","48","455","Trinity County, Texas"
"26660","Huntsville, TX Micro Area","48","471","Walker County, Texas"
"26700","Huron, SD Micro Area","46","005","Beadle County, South Dakota"
"26740","Hutchinson, KS Micro Area","20","155","Reno County, Kansas"
"26780","Hutchinson, MN Micro Area","27","085","McLeod County, Minnesota"
"26820","Idaho Falls, ID Metro Area","16","019","Bonneville County, Idaho"
"26820","Idaho Falls, ID Metro Area","16","023","Butte County, Idaho"
"26820","Idaho Falls, ID Metro Area","16","051","Jefferson County, Idaho"
"26860","Indiana, PA Micro Area","42","063","Indiana County, Pennsylvania"
"26900","Indianapolis-Carmel-Anderson, IN Metro Area","18","011","Boone County, Indiana"
"26900","Indianapolis-Carmel-Anderson, IN Metro Area","18","013","Brown County, Indiana"
"26900","Indianapolis-Carmel-Anderson, IN Metro Area","18","057","Hamilton County, Indiana"
"26900","Indianapolis-Carmel-Anderson, IN Metro Area","18","059","Hancock County, Indiana"
"26900","Indianapolis-Carmel-Anderson, IN Metro Area","18","063","Hendricks County, Indiana"
"26900","Indianapolis-Carmel-Anderson, IN Metro Area","18","081","Johnson County, Indiana"
"26900","Indianapolis-Carmel-Anderson, IN Metro Area","18","095","Madison County, Indiana"
"26900","Indianapolis-Carmel-Anderson, IN Metro Area","18","097","Marion County, Indiana"
"26900","Indianapolis-Carmel-Anderson, IN Metro Area","18","109","Morgan County, Indiana"
"26900","Indianapolis-Carmel-Anderson, IN Metro Area","18","133","Putnam County, Indiana"
"26900","Indianapolis-Carmel-Anderson, IN Metro Area","18","145","Shelby County, Indiana"
"26940","Indianola, MS Micro Area","28","133","Sunflower County, Mississippi"
"26960","Ionia, MI Micro Area","26","067","Ionia County, Michigan"
"26980","Iowa City, IA Metro Area","19","103","Johnson County, Iowa"
"26980","Iowa City, IA Metro Area","19","183","Washington County, Iowa"
"27020","Iron Mountain, MI-WI Micro Area","26","043","Dickinson County, Michigan"
"27020","Iron Mountain, MI-WI Micro Area","55","037","Florence County, Wisconsin"
"27060","Ithaca, NY Metro Area","36","109","Tompkins County, New York"
"27100","Jackson, MI Metro Area","26","075","Jackson County, Michigan"
"27140","Jackson, MS Metro Area","28","029","Copiah County, Mississippi"
"27140","Jackson, MS Metro Area","28","049","Hinds County, Mississippi"
"27140","Jackson, MS Metro Area","28","089","Madison County, Mississippi"
"27140","Jackson, MS Metro Area","28","121","Rankin County, Mississippi"
"27140","Jackson, MS Metro Area","28","127","Simpson County, Mississippi"
"27140","Jackson, MS Metro Area","28","163","Yazoo County, Mississippi"
"27160","Jackson, OH Micro Area","39","079","Jackson County, Ohio"
"27180","Jackson, TN Metro Area","47","023","Chester County, Tennessee"
"27180","Jackson, TN Metro Area","47","033","Crockett County, Tennessee"
"27180","Jackson, TN Metro Area","47","113","Madison County, Tennessee"
"27220","Jackson, WY-ID Micro Area","16","081","Teton County, Idaho"
"27220","Jackson, WY-ID Micro Area","56","039","Teton County, Wyoming"
"27260","Jacksonville, FL Metro Area","12","003","Baker County, Florida"
"27260","Jacksonville, FL Metro Area","12","019","Clay County, Florida"
"27260","Jacksonville, FL Metro Area","12","031","Duval County, Florida"
"27260","Jacksonville, FL Metro Area","12","089","Nassau County, Florida"
"27260","Jacksonville, FL Metro Area","12","109","St. Johns County, Florida"
"27300","Jacksonville, IL Micro Area","17","137","Morgan County, Illinois"
"27300","Jacksonville, IL Micro Area","17","171","Scott County, Illinois"
"27340","Jacksonville, NC Metro Area","37","133","Onslow County, North Carolina"
"27380","Jacksonville, TX Micro Area","48","073","Cherokee County, Texas"
"27420","Jamestown, ND Micro Area","38","093","Stutsman County, North Dakota"
"27460","Jamestown-Dunkirk-Fredonia, NY Micro Area","36","013","Chautauqua County, New York"
"27500","Janesville-Beloit, WI Metro Area","55","105","Rock County, Wisconsin"
"27540","Jasper, IN Micro Area","18","037","Dubois County, Indiana"
"27540","Jasper, IN Micro Area","18","125","Pike County, Indiana"
"27600","Jefferson, GA Micro Area","13","157","Jackson County, Georgia"
"27620","Jefferson City, MO Metro Area","29","027","Callaway County, Missouri"
"27620","Jefferson City, MO Metro Area","29","051","Cole County, Missouri"
"27620","Jefferson City, MO Metro Area","29","135","Moniteau County, Missouri"
"27620","Jefferson City, MO Metro Area","29","151","Osage County, Missouri"
"27700","Jesup, GA Micro Area","13","305","Wayne County, Georgia"
"27740","Johnson City, TN Metro Area","47","019","Carter County, Tennessee"
"27740","Johnson City, TN Metro Area","47","171","Unicoi County, Tennessee"
"27740","Johnson City, TN Metro Area","47","179","Washington County, Tennessee"
"27780","Johnstown, PA Metro Area","42","021","Cambria County, Pennsylvania"
"27860","Jonesboro, AR Metro Area","05","031","Craighead County, Arkansas"
"27860","Jonesboro, AR Metro Area","05","111","Poinsett County, Arkansas"
"27900","Joplin, MO Metro Area","29","097","Jasper County, Missouri"
"27900","Joplin, MO Metro Area","29","145","Newton County, Missouri"
"27920","Junction City, KS Micro Area","20","061","Geary County, Kansas"
"27940","Juneau, AK Micro Area","02","110","Juneau City and Borough, Alaska"
"27980","Kahului-Wailuku-Lahaina, HI Metro Area","15","005","Kalawao County, Hawaii"
"27980","Kahului-Wailuku-Lahaina, HI Metro Area","15","009","Maui County, Hawaii"
"28020","Kalamazoo-Portage, MI Metro Area","26","077","Kalamazoo County, Michigan"
"28020","Kalamazoo-Portage, MI Metro Area","26","159","Van Buren County, Michigan"
"28060","Kalispell, MT Micro Area","30","029","Flathead County, Montana"
"28100","Kankakee, IL Metro Area","17","091","Kankakee County, Illinois"
"28140","Kansas City, MO-KS Metro Area","20","091","Johnson County, Kansas"
"28140","Kansas City, MO-KS Metro Area","20","103","Leavenworth County, Kansas"
"28140","Kansas City, MO-KS Metro Area","20","107","Linn County, Kansas"
"28140","Kansas City, MO-KS Metro Area","20","121","Miami County, Kansas"
"28140","Kansas City, MO-KS Metro Area","20","209","Wyandotte County, Kansas"
"28140","Kansas City, MO-KS Metro Area","29","013","Bates County, Missouri"
"28140","Kansas City, MO-KS Metro Area","29","025","Caldwell County, Missouri"
"28140","Kansas City, MO-KS Metro Area","29","037","Cass County, Missouri"
"28140","Kansas City, MO-KS Metro Area","29","047","Clay County, Missouri"
"28140","Kansas City, MO-KS Metro Area","29","049","Clinton County, Missouri"
"28140","Kansas City, MO-KS Metro Area","29","095","Jackson County, Missouri"
"28140","Kansas City, MO-KS Metro Area","29","107","Lafayette County, Missouri"
"28140","Kansas City, MO-KS Metro Area","29","165","Platte County, Missouri"
"28140","Kansas City, MO-KS Metro Area","29","177","Ray County, Missouri"
"28180","Kapaa, HI Micro Area","15","007","Kauai County, Hawaii"
"28260","Kearney, NE Micro Area","31","019","Buffalo County, Nebraska"
"28260","Kearney, NE Micro Area","31","099","Kearney County, Nebraska"
"28300","Keene, NH Micro Area","33","005","Cheshire County, New Hampshire"
"28340","Kendallville, IN Micro Area","18","113","Noble County, Indiana"
"28380","Kennett, MO Micro Area","29","069","Dunklin County, Missouri"
"28420","Kennewick-Richland, WA Metro Area","53","005","Benton County, Washington"
"28420","Kennewick-Richland, WA Metro Area","53","021","Franklin County, Washington"
"28500","Kerrville, TX Micro Area","48","265","Kerr County, Texas"
"28540","Ketchikan, AK Micro Area","02","130","Ketchikan Gateway Borough, Alaska"
"28580","Key West, FL Micro Area","12","087","Monroe County, Florida"
"28620","Kill Devil Hills, NC Micro Area","37","055","Dare County, North Carolina"
"28620","Kill Devil Hills, NC Micro Area","37","177","Tyrrell County, North Carolina"
"28660","Killeen-Temple, TX Metro Area","48","027","Bell County, Texas"
"28660","Killeen-Temple, TX Metro Area","48","099","Coryell County, Texas"
"28660","Killeen-Temple, TX Metro Area","48","281","Lampasas County, Texas"
"28700","Kingsport-Bristol-Bristol, TN-VA Metro Area","47","073","Hawkins County, Tennessee"
"28700","Kingsport-Bristol-Bristol, TN-VA Metro Area","47","163","Sullivan County, Tennessee"
"28700","Kingsport-Bristol-Bristol, TN-VA Metro Area","51","169","Scott County, Virginia"
"28700","Kingsport-Bristol-Bristol, TN-VA Metro Area","51","191","Washington County, Virginia"
"28700","Kingsport-Bristol-Bristol, TN-VA Metro Area","51","520","Bristol city, Virginia"
"28740","Kingston, NY Metro Area","36","111","Ulster County, New York"
"28780","Kingsville, TX Micro Area","48","261","Kenedy County, Texas"
"28780","Kingsville, TX Micro Area","48","273","Kleberg County, Texas"
"28820","Kinston, NC Micro Area","37","107","Lenoir County, North Carolina"
"28860","Kirksville, MO Micro Area","29","001","Adair County, Missouri"
"28860","Kirksville, MO Micro Area","29","197","Schuyler County, Missouri"
"28900","Klamath Falls, OR Micro Area","41","035","Klamath County, Oregon"
"28940","Knoxville, TN Metro Area","47","001","Anderson County, Tennessee"
"28940","Knoxville, TN Metro Area","47","009","Blount County, Tennessee"
"28940","Knoxville, TN Metro Area","47","013","Campbell County, Tennessee"
"28940","Knoxville, TN Metro Area","47","057","Grainger County, Tennessee"
"28940","Knoxville, TN Metro Area","47","093","Knox County, Tennessee"
"28940","Knoxville, TN Metro Area","47","105","Loudon County, Tennessee"
"28940","Knoxville, TN Metro Area","47","129","Morgan County, Tennessee"
"28940","Knoxville, TN Metro Area","47","145","Roane County, Tennessee"
"28940","Knoxville, TN Metro Area","47","173","Union County, Tennessee"
"29020","Kokomo, IN Metro Area","18","067","Howard County, Indiana"
"29060","Laconia, NH Micro Area","33","001","Belknap County, New Hampshire"
"29100","La Crosse-Onalaska, WI-MN Metro Area","27","055","Houston County, Minnesota"
"29100","La Crosse-Onalaska, WI-MN Metro Area","55","063","La Crosse County, Wisconsin"
"29180","Lafayette, LA Metro Area","22","001","Acadia Parish, Louisiana"
"29180","Lafayette, LA Metro Area","22","045","Iberia Parish, Louisiana"
"29180","Lafayette, LA Metro Area","22","055","Lafayette Parish, Louisiana"
"29180","Lafayette, LA Metro Area","22","099","St. Martin Parish, Louisiana"
"29180","Lafayette, LA Metro Area","22","113","Vermilion Parish, Louisiana"
"29200","Lafayette-West Lafayette, IN Metro Area","18","007","Benton County, Indiana"
"29200","Lafayette-West Lafayette, IN Metro Area","18","015","Carroll County, Indiana"
"29200","Lafayette-West Lafayette, IN Metro Area","18","157","Tippecanoe County, Indiana"
"29260","La Grande, OR Micro Area","41","061","Union County, Oregon"
"29300","LaGrange, GA Micro Area","13","285","Troup County, Georgia"
"29340","Lake Charles, LA Metro Area","22","019","Calcasieu Parish, Louisiana"
"29340","Lake Charles, LA Metro Area","22","023","Cameron Parish, Louisiana"
"29380","Lake City, FL Micro Area","12","023","Columbia County, Florida"
"29420","Lake Havasu City-Kingman, AZ Metro Area","04","015","Mohave County, Arizona"
"29460","Lakeland-Winter Haven, FL Metro Area","12","105","Polk County, Florida"
"29500","Lamesa, TX Micro Area","48","115","Dawson County, Texas"
"29540","Lancaster, PA Metro Area","42","071","Lancaster County, Pennsylvania"
"29620","Lansing-East Lansing, MI Metro Area","26","037","Clinton County, Michigan"
"29620","Lansing-East Lansing, MI Metro Area","26","045","Eaton County, Michigan"
"29620","Lansing-East Lansing, MI Metro Area","26","065","Ingham County, Michigan"
"29660","Laramie, WY Micro Area","56","001","Albany County, Wyoming"
"29700","Laredo, TX Metro Area","48","479","Webb County, Texas"
"29740","Las Cruces, NM Metro Area","35","013","Dota Ana County, New Mexico"
"29780","Las Vegas, NM Micro Area","35","047","San Miguel County, New Mexico"
"29820","Las Vegas-Henderson-Paradise, NV Metro Area","32","003","Clark County, Nevada"
"29860","Laurel, MS Micro Area","28","061","Jasper County, Mississippi"
"29860","Laurel, MS Micro Area","28","067","Jones County, Mississippi"
"29900","Laurinburg, NC Micro Area","37","165","Scotland County, North Carolina"
"29940","Lawrence, KS Metro Area","20","045","Douglas County, Kansas"
"29980","Lawrenceburg, TN Micro Area","47","099","Lawrence County, Tennessee"
"30020","Lawton, OK Metro Area","40","031","Comanche County, Oklahoma"
"30020","Lawton, OK Metro Area","40","033","Cotton County, Oklahoma"
"30060","Lebanon, MO Micro Area","29","105","Laclede County, Missouri"
"30140","Lebanon, PA Metro Area","42","075","Lebanon County, Pennsylvania"
"30220","Levelland, TX Micro Area","48","219","Hockley County, Texas"
"30260","Lewisburg, PA Micro Area","42","119","Union County, Pennsylvania"
"30280","Lewisburg, TN Micro Area","47","117","Marshall County, Tennessee"
"30300","Lewiston, ID-WA Metro Area","16","069","Nez Perce County, Idaho"
"30300","Lewiston, ID-WA Metro Area","53","003","Asotin County, Washington"
"30340","Lewiston-Auburn, ME Metro Area","23","001","Androscoggin County, Maine"
"30380","Lewistown, PA Micro Area","42","087","Mifflin County, Pennsylvania"
"30420","Lexington, NE Micro Area","31","047","Dawson County, Nebraska"
"30420","Lexington, NE Micro Area","31","073","Gosper County, Nebraska"
"30460","Lexington-Fayette, KY Metro Area","21","017","Bourbon County, Kentucky"
"30460","Lexington-Fayette, KY Metro Area","21","049","Clark County, Kentucky"
"30460","Lexington-Fayette, KY Metro Area","21","067","Fayette County, Kentucky"
"30460","Lexington-Fayette, KY Metro Area","21","113","Jessamine County, Kentucky"
"30460","Lexington-Fayette, KY Metro Area","21","209","Scott County, Kentucky"
"30460","Lexington-Fayette, KY Metro Area","21","239","Woodford County, Kentucky"
"30580","Liberal, KS Micro Area","20","175","Seward County, Kansas"
"30620","Lima, OH Metro Area","39","003","Allen County, Ohio"
"30660","Lincoln, IL Micro Area","17","107","Logan County, Illinois"
"30700","Lincoln, NE Metro Area","31","109","Lancaster County, Nebraska"
"30700","Lincoln, NE Metro Area","31","159","Seward County, Nebraska"
"30780","Little Rock-North Little Rock-Conway, AR Metro Area","05","045","Faulkner County, Arkansas"
"30780","Little Rock-North Little Rock-Conway, AR Metro Area","05","053","Grant County, Arkansas"
"30780","Little Rock-North Little Rock-Conway, AR Metro Area","05","085","Lonoke County, Arkansas"
"30780","Little Rock-North Little Rock-Conway, AR Metro Area","05","105","Perry County, Arkansas"
"30780","Little Rock-North Little Rock-Conway, AR Metro Area","05","119","Pulaski County, Arkansas"
"30780","Little Rock-North Little Rock-Conway, AR Metro Area","05","125","Saline County, Arkansas"
"30820","Lock Haven, PA Micro Area","42","035","Clinton County, Pennsylvania"
"30860","Logan, UT-ID Metro Area","16","041","Franklin County, Idaho"
"30860","Logan, UT-ID Metro Area","49","005","Cache County, Utah"
"30880","Logan, WV Micro Area","54","045","Logan County, West Virginia"
"30900","Logansport, IN Micro Area","18","017","Cass County, Indiana"
"30940","London, KY Micro Area","21","121","Knox County, Kentucky"
"30940","London, KY Micro Area","21","125","Laurel County, Kentucky"
"30940","London, KY Micro Area","21","235","Whitley County, Kentucky"
"30980","Longview, TX Metro Area","48","183","Gregg County, Texas"
"30980","Longview, TX Metro Area","48","401","Rusk County, Texas"
"30980","Longview, TX Metro Area","48","459","Upshur County, Texas"
"31020","Longview, WA Metro Area","53","015","Cowlitz County, Washington"
"31060","Los Alamos, NM Micro Area","35","028","Los Alamos County, New Mexico"
"31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","06","037","Los Angeles County, California"
"31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","06","059","Orange County, California"
"31140","Louisville/Jefferson County, KY-IN Metro Area","18","019","Clark County, Indiana"
"31140","Louisville/Jefferson County, KY-IN Metro Area","18","043","Floyd County, Indiana"
"31140","Louisville/Jefferson County, KY-IN Metro Area","18","061","Harrison County, Indiana"
"31140","Louisville/Jefferson County, KY-IN Metro Area","18","143","Scott County, Indiana"
"31140","Louisville/Jefferson County, KY-IN Metro Area","18","175","Washington County, Indiana"
"31140","Louisville/Jefferson County, KY-IN Metro Area","21","029","Bullitt County, Kentucky"
"31140","Louisville/Jefferson County, KY-IN Metro Area","21","103","Henry County, Kentucky"
"31140","Louisville/Jefferson County, KY-IN Metro Area","21","111","Jefferson County, Kentucky"
"31140","Louisville/Jefferson County, KY-IN Metro Area","21","185","Oldham County, Kentucky"
"31140","Louisville/Jefferson County, KY-IN Metro Area","21","211","Shelby County, Kentucky"
"31140","Louisville/Jefferson County, KY-IN Metro Area","21","215","Spencer County, Kentucky"
"31140","Louisville/Jefferson County, KY-IN Metro Area","21","223","Trimble County, Kentucky"
"31180","Lubbock, TX Metro Area","48","107","Crosby County, Texas"
"31180","Lubbock, TX Metro Area","48","303","Lubbock County, Texas"
"31180","Lubbock, TX Metro Area","48","305","Lynn County, Texas"
"31220","Ludington, MI Micro Area","26","105","Mason County, Michigan"
"31260","Lufkin, TX Micro Area","48","005","Angelina County, Texas"
"31300","Lumberton, NC Micro Area","37","155","Robeson County, North Carolina"
"31340","Lynchburg, VA Metro Area","51","009","Amherst County, Virginia"
"31340","Lynchburg, VA Metro Area","51","011","Appomattox County, Virginia"
"31340","Lynchburg, VA Metro Area","51","019","Bedford County, Virginia"
"31340","Lynchburg, VA Metro Area","51","031","Campbell County, Virginia"
"31340","Lynchburg, VA Metro Area","51","515","Bedford city, Virginia"
"31340","Lynchburg, VA Metro Area","51","680","Lynchburg city, Virginia"
"31380","Macomb, IL Micro Area","17","109","McDonough County, Illinois"
"31420","Macon, GA Metro Area","13","021","Bibb County, Georgia"
"31420","Macon, GA Metro Area","13","079","Crawford County, Georgia"
"31420","Macon, GA Metro Area","13","169","Jones County, Georgia"
"31420","Macon, GA Metro Area","13","207","Monroe County, Georgia"
"31420","Macon, GA Metro Area","13","289","Twiggs County, Georgia"
"31460","Madera, CA Metro Area","06","039","Madera County, California"
"31500","Madison, IN Micro Area","18","077","Jefferson County, Indiana"
"31540","Madison, WI Metro Area","55","021","Columbia County, Wisconsin"
"31540","Madison, WI Metro Area","55","025","Dane County, Wisconsin"
"31540","Madison, WI Metro Area","55","045","Green County, Wisconsin"
"31540","Madison, WI Metro Area","55","049","Iowa County, Wisconsin"
"31580","Madisonville, KY Micro Area","21","107","Hopkins County, Kentucky"
"31620","Magnolia, AR Micro Area","05","027","Columbia County, Arkansas"
"31660","Malone, NY Micro Area","36","033","Franklin County, New York"
"31680","Malvern, AR Micro Area","05","059","Hot Spring County, Arkansas"
"31700","Manchester-Nashua, NH Metro Area","33","011","Hillsborough County, New Hampshire"
"31740","Manhattan, KS Metro Area","20","149","Pottawatomie County, Kansas"
"31740","Manhattan, KS Metro Area","20","161","Riley County, Kansas"
"31820","Manitowoc, WI Micro Area","55","071","Manitowoc County, Wisconsin"
"31860","Mankato-North Mankato, MN Metro Area","27","013","Blue Earth County, Minnesota"
"31860","Mankato-North Mankato, MN Metro Area","27","103","Nicollet County, Minnesota"
"31900","Mansfield, OH Metro Area","39","139","Richland County, Ohio"
"31930","Marietta, OH Micro Area","39","167","Washington County, Ohio"
"31940","Marinette, WI-MI Micro Area","26","109","Menominee County, Michigan"
"31940","Marinette, WI-MI Micro Area","55","075","Marinette County, Wisconsin"
"31980","Marion, IN Micro Area","18","053","Grant County, Indiana"
"32000","Marion, NC Micro Area","37","111","McDowell County, North Carolina"
"32020","Marion, OH Micro Area","39","101","Marion County, Ohio"
"32100","Marquette, MI Micro Area","26","103","Marquette County, Michigan"
"32140","Marshall, MN Micro Area","27","083","Lyon County, Minnesota"
"32180","Marshall, MO Micro Area","29","195","Saline County, Missouri"
"32220","Marshall, TX Micro Area","48","203","Harrison County, Texas"
"32260","Marshalltown, IA Micro Area","19","127","Marshall County, Iowa"
"32280","Martin, TN Micro Area","47","183","Weakley County, Tennessee"
"32300","Martinsville, VA Micro Area","51","089","Henry County, Virginia"
"32300","Martinsville, VA Micro Area","51","690","Martinsville city, Virginia"
"32340","Maryville, MO Micro Area","29","147","Nodaway County, Missouri"
"32380","Mason City, IA Micro Area","19","033","Cerro Gordo County, Iowa"
"32380","Mason City, IA Micro Area","19","195","Worth County, Iowa"
"32460","Mayfield, KY Micro Area","21","083","Graves County, Kentucky"
"32500","Maysville, KY Micro Area","21","161","Mason County, Kentucky"
"32540","McAlester, OK Micro Area","40","121","Pittsburg County, Oklahoma"
"32580","McAllen-Edinburg-Mission, TX Metro Area","48","215","Hidalgo County, Texas"
"32620","McComb, MS Micro Area","28","005","Amite County, Mississippi"
"32620","McComb, MS Micro Area","28","113","Pike County, Mississippi"
"32660","McMinnville, TN Micro Area","47","177","Warren County, Tennessee"
"32700","McPherson, KS Micro Area","20","113","McPherson County, Kansas"
"32740","Meadville, PA Micro Area","42","039","Crawford County, Pennsylvania"
"32780","Medford, OR Metro Area","41","029","Jackson County, Oregon"
"32820","Memphis, TN-MS-AR Metro Area","05","035","Crittenden County, Arkansas"
"32820","Memphis, TN-MS-AR Metro Area","28","009","Benton County, Mississippi"
"32820","Memphis, TN-MS-AR Metro Area","28","033","DeSoto County, Mississippi"
"32820","Memphis, TN-MS-AR Metro Area","28","093","Marshall County, Mississippi"
"32820","Memphis, TN-MS-AR Metro Area","28","137","Tate County, Mississippi"
"32820","Memphis, TN-MS-AR Metro Area","28","143","Tunica County, Mississippi"
"32820","Memphis, TN-MS-AR Metro Area","47","047","Fayette County, Tennessee"
"32820","Memphis, TN-MS-AR Metro Area","47","157","Shelby County, Tennessee"
"32820","Memphis, TN-MS-AR Metro Area","47","167","Tipton County, Tennessee"
"32860","Menomonie, WI Micro Area","55","033","Dunn County, Wisconsin"
"32900","Merced, CA Metro Area","06","047","Merced County, California"
"32940","Meridian, MS Micro Area","28","023","Clarke County, Mississippi"
"32940","Meridian, MS Micro Area","28","069","Kemper County, Mississippi"
"32940","Meridian, MS Micro Area","28","075","Lauderdale County, Mississippi"
"32980","Merrill, WI Micro Area","55","069","Lincoln County, Wisconsin"
"33020","Mexico, MO Micro Area","29","007","Audrain County, Missouri"
"33060","Miami, OK Micro Area","40","115","Ottawa County, Oklahoma"
"33100","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area","12","011","Broward County, Florida"
"33100","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area","12","086","Miami-Dade County, Florida"
"33100","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area","12","099","Palm Beach County, Florida"
"33140","Michigan City-La Porte, IN Metro Area","18","091","LaPorte County, Indiana"
"33180","Middlesborough, KY Micro Area","21","013","Bell County, Kentucky"
"33220","Midland, MI Metro Area","26","111","Midland County, Michigan"
"33260","Midland, TX Metro Area","48","317","Martin County, Texas"
"33260","Midland, TX Metro Area","48","329","Midland County, Texas"
"33300","Milledgeville, GA Micro Area","13","009","Baldwin County, Georgia"
"33300","Milledgeville, GA Micro Area","13","141","Hancock County, Georgia"
"33340","Milwaukee-Waukesha-West Allis, WI Metro Area","55","079","Milwaukee County, Wisconsin"
"33340","Milwaukee-Waukesha-West Allis, WI Metro Area","55","089","Ozaukee County, Wisconsin"
"33340","Milwaukee-Waukesha-West Allis, WI Metro Area","55","131","Washington County, Wisconsin"
"33340","Milwaukee-Waukesha-West Allis, WI Metro Area","55","133","Waukesha County, Wisconsin"
"33420","Mineral Wells, TX Micro Area","48","363","Palo Pinto County, Texas"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","27","003","Anoka County, Minnesota"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","27","019","Carver County, Minnesota"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","27","025","Chisago County, Minnesota"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","27","037","Dakota County, Minnesota"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","27","053","Hennepin County, Minnesota"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","27","059","Isanti County, Minnesota"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","27","079","Le Sueur County, Minnesota"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","27","095","Mille Lacs County, Minnesota"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","27","123","Ramsey County, Minnesota"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","27","139","Scott County, Minnesota"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","27","141","Sherburne County, Minnesota"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","27","143","Sibley County, Minnesota"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","27","163","Washington County, Minnesota"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","27","171","Wright County, Minnesota"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","55","093","Pierce County, Wisconsin"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","55","109","St. Croix County, Wisconsin"
"33500","Minot, ND Micro Area","38","049","McHenry County, North Dakota"
"33500","Minot, ND Micro Area","38","075","Renville County, North Dakota"
"33500","Minot, ND Micro Area","38","101","Ward County, North Dakota"
"33540","Missoula, MT Metro Area","30","063","Missoula County, Montana"
"33580","Mitchell, SD Micro Area","46","035","Davison County, South Dakota"
"33580","Mitchell, SD Micro Area","46","061","Hanson County, South Dakota"
"33620","Moberly, MO Micro Area","29","175","Randolph County, Missouri"
"33660","Mobile, AL Metro Area","01","097","Mobile County, Alabama"
"33700","Modesto, CA Metro Area","06","099","Stanislaus County, California"
"33740","Monroe, LA Metro Area","22","073","Ouachita Parish, Louisiana"
"33740","Monroe, LA Metro Area","22","111","Union Parish, Louisiana"
"33780","Monroe, MI Metro Area","26","115","Monroe County, Michigan"
"33860","Montgomery, AL Metro Area","01","001","Autauga County, Alabama"
"33860","Montgomery, AL Metro Area","01","051","Elmore County, Alabama"
"33860","Montgomery, AL Metro Area","01","085","Lowndes County, Alabama"
"33860","Montgomery, AL Metro Area","01","101","Montgomery County, Alabama"
"33940","Montrose, CO Micro Area","08","085","Montrose County, Colorado"
"33980","Morehead City, NC Micro Area","37","031","Carteret County, North Carolina"
"34020","Morgan City, LA Micro Area","22","101","St. Mary Parish, Louisiana"
"34060","Morgantown, WV Metro Area","54","061","Monongalia County, West Virginia"
"34060","Morgantown, WV Metro Area","54","077","Preston County, West Virginia"
"34100","Morristown, TN Metro Area","47","063","Hamblen County, Tennessee"
"34100","Morristown, TN Metro Area","47","089","Jefferson County, Tennessee"
"34140","Moscow, ID Micro Area","16","057","Latah County, Idaho"
"34180","Moses Lake, WA Micro Area","53","025","Grant County, Washington"
"34220","Moultrie, GA Micro Area","13","071","Colquitt County, Georgia"
"34260","Mountain Home, AR Micro Area","05","005","Baxter County, Arkansas"
"34300","Mountain Home, ID Micro Area","16","039","Elmore County, Idaho"
"34340","Mount Airy, NC Micro Area","37","171","Surry County, North Carolina"
